
Training on fold 1/5...

Epoch: 0001/0003 | Batch 0000/1082 | Loss: 0.7330
Epoch: 0001/0003 | Batch 0050/1082 | Loss: 0.0061
Epoch: 0001/0003 | Batch 0100/1082 | Loss: 0.0027
Epoch: 0001/0003 | Batch 0150/1082 | Loss: 0.0015
Epoch: 0001/0003 | Batch 0200/1082 | Loss: 0.0020
Epoch: 0001/0003 | Batch 0250/1082 | Loss: 0.0054
Epoch: 0001/0003 | Batch 0300/1082 | Loss: 0.0013
Epoch: 0001/0003 | Batch 0350/1082 | Loss: 0.0004
Epoch: 0001/0003 | Batch 0400/1082 | Loss: 0.0020
Epoch: 0001/0003 | Batch 0450/1082 | Loss: 0.0030
Epoch: 0001/0003 | Batch 0500/1082 | Loss: 0.0002
Epoch: 0001/0003 | Batch 0550/1082 | Loss: 0.0006
Epoch: 0001/0003 | Batch 0600/1082 | Loss: 0.0001
Epoch: 0001/0003 | Batch 0650/1082 | Loss: 0.0007
Epoch: 0001/0003 | Batch 0700/1082 | Loss: 0.0001
Epoch: 0001/0003 | Batch 0750/1082 | Loss: 0.0001
Epoch: 0001/0003 | Batch 0800/1082 | Loss: 0.0024
Epoch: 0001/0003 | Batch 0850/1082 | Loss: 0.0343
Epoch: 0001/0003 | Batch 0900/1082 | Loss: 0.0004
Epoch: 0001/0003 | Batch 0950/1082 | Loss: 0.0001
Epoch: 0001/0003 | Batch 1000/1082 | Loss: 0.0001
Epoch: 0001/0003 | Batch 1050/1082 | Loss: 0.0002
Epoch: 0001/0003 | Training Loss: 0.0144 | No validation step in this epoch.
Time elapsed: 10.22 min
Epoch: 0002/0003 | Batch 0000/1082 | Loss: 0.0002
Epoch: 0002/0003 | Batch 0050/1082 | Loss: 0.0001
Epoch: 0002/0003 | Batch 0100/1082 | Loss: 0.0014
Epoch: 0002/0003 | Batch 0150/1082 | Loss: 0.0001
Epoch: 0002/0003 | Batch 0200/1082 | Loss: 0.0001
Epoch: 0002/0003 | Batch 0250/1082 | Loss: 0.0000
Epoch: 0002/0003 | Batch 0300/1082 | Loss: 0.0043
Epoch: 0002/0003 | Batch 0350/1082 | Loss: 0.0011
Epoch: 0002/0003 | Batch 0400/1082 | Loss: 0.0154
Epoch: 0002/0003 | Batch 0450/1082 | Loss: 0.0000
Epoch: 0002/0003 | Batch 0500/1082 | Loss: 0.0003
Epoch: 0002/0003 | Batch 0550/1082 | Loss: 0.0004
Epoch: 0002/0003 | Batch 0600/1082 | Loss: 0.0001
Epoch: 0002/0003 | Batch 0650/1082 | Loss: 0.0026
Epoch: 0002/0003 | Batch 0700/1082 | Loss: 0.0000
Epoch: 0002/0003 | Batch 0750/1082 | Loss: 0.0001
Epoch: 0002/0003 | Batch 0800/1082 | Loss: 0.0001
Epoch: 0002/0003 | Batch 0850/1082 | Loss: 0.0000
Epoch: 0002/0003 | Batch 0900/1082 | Loss: 0.0000
Epoch: 0002/0003 | Batch 0950/1082 | Loss: 0.0004
Epoch: 0002/0003 | Batch 1000/1082 | Loss: 0.0004
Epoch: 0002/0003 | Batch 1050/1082 | Loss: 0.0005
Epoch: 0002/0003 | Training Loss: 0.0028 | No validation step in this epoch.
Time elapsed: 20.61 min
Epoch: 0003/0003 | Batch 0000/1082 | Loss: 0.0001
Epoch: 0003/0003 | Batch 0050/1082 | Loss: 0.0001
Epoch: 0003/0003 | Batch 0100/1082 | Loss: 0.0000
Epoch: 0003/0003 | Batch 0150/1082 | Loss: 0.0000
Epoch: 0003/0003 | Batch 0200/1082 | Loss: 0.0000
Epoch: 0003/0003 | Batch 0250/1082 | Loss: 0.0000
Epoch: 0003/0003 | Batch 0300/1082 | Loss: 0.0017
Epoch: 0003/0003 | Batch 0350/1082 | Loss: 0.0002
Epoch: 0003/0003 | Batch 0400/1082 | Loss: 0.0000
Epoch: 0003/0003 | Batch 0450/1082 | Loss: 0.0000
Epoch: 0003/0003 | Batch 0500/1082 | Loss: 0.0001
Epoch: 0003/0003 | Batch 0550/1082 | Loss: 0.0000
Epoch: 0003/0003 | Batch 0600/1082 | Loss: 0.0001
Epoch: 0003/0003 | Batch 0650/1082 | Loss: 0.0007
Epoch: 0003/0003 | Batch 0700/1082 | Loss: 0.0001
Epoch: 0003/0003 | Batch 0750/1082 | Loss: 0.0000
Epoch: 0003/0003 | Batch 0800/1082 | Loss: 0.0000
Epoch: 0003/0003 | Batch 0850/1082 | Loss: 0.0000
Epoch: 0003/0003 | Batch 0900/1082 | Loss: 0.0000
Epoch: 0003/0003 | Batch 0950/1082 | Loss: 0.0000
Epoch: 0003/0003 | Batch 1000/1082 | Loss: 0.0000
Epoch: 0003/0003 | Batch 1050/1082 | Loss: 0.0003
Epoch: 0003/0003 | Training Loss: 0.0020 | No validation step in this epoch.
Time elapsed: 31.39 min
Total Training Time: 31.39 min
Test Accuracy: 99.91908%
Precision: 0.99919
Recall: 0.99919
F1-Score: 0.99919
AUC-ROC: 0.99919
Average Loss: 0.0030
Training on fold 2/5...

Epoch: 0001/0003 | Batch 0000/1082 | Loss: 0.7243
Epoch: 0001/0003 | Batch 0050/1082 | Loss: 0.0178
Epoch: 0001/0003 | Batch 0100/1082 | Loss: 0.0076
Epoch: 0001/0003 | Batch 0150/1082 | Loss: 0.0166
Epoch: 0001/0003 | Batch 0200/1082 | Loss: 0.0108
Epoch: 0001/0003 | Batch 0250/1082 | Loss: 0.0907
Epoch: 0001/0003 | Batch 0300/1082 | Loss: 0.0017
Epoch: 0001/0003 | Batch 0350/1082 | Loss: 0.0008
Epoch: 0001/0003 | Batch 0400/1082 | Loss: 0.0009
Epoch: 0001/0003 | Batch 0450/1082 | Loss: 0.0245
Epoch: 0001/0003 | Batch 0500/1082 | Loss: 0.0173
Epoch: 0001/0003 | Batch 0550/1082 | Loss: 0.0003
Epoch: 0001/0003 | Batch 0600/1082 | Loss: 0.0003
Epoch: 0001/0003 | Batch 0650/1082 | Loss: 0.0009
Epoch: 0001/0003 | Batch 0700/1082 | Loss: 0.0507
Epoch: 0001/0003 | Batch 0750/1082 | Loss: 0.0391
Epoch: 0001/0003 | Batch 0800/1082 | Loss: 0.0214
Epoch: 0001/0003 | Batch 0850/1082 | Loss: 0.0002
Epoch: 0001/0003 | Batch 0900/1082 | Loss: 0.0072
Epoch: 0001/0003 | Batch 0950/1082 | Loss: 0.0020
Epoch: 0001/0003 | Batch 1000/1082 | Loss: 0.0003
Epoch: 0001/0003 | Batch 1050/1082 | Loss: 0.0017
Epoch: 0001/0003 | Training Loss: 0.0142 | No validation step in this epoch.
Time elapsed: 10.28 min
Epoch: 0002/0003 | Batch 0000/1082 | Loss: 0.0018
Epoch: 0002/0003 | Batch 0050/1082 | Loss: 0.0002
Epoch: 0002/0003 | Batch 0100/1082 | Loss: 0.0000
Epoch: 0002/0003 | Batch 0150/1082 | Loss: 0.0002
Epoch: 0002/0003 | Batch 0200/1082 | Loss: 0.0000
Epoch: 0002/0003 | Batch 0250/1082 | Loss: 0.0001
Epoch: 0002/0003 | Batch 0300/1082 | Loss: 0.0001
Epoch: 0002/0003 | Batch 0350/1082 | Loss: 0.0057
Epoch: 0002/0003 | Batch 0400/1082 | Loss: 0.0001
Epoch: 0002/0003 | Batch 0450/1082 | Loss: 0.0000
Epoch: 0002/0003 | Batch 0500/1082 | Loss: 0.0001
Epoch: 0002/0003 | Batch 0550/1082 | Loss: 0.0000
Epoch: 0002/0003 | Batch 0600/1082 | Loss: 0.0001
Epoch: 0002/0003 | Batch 0650/1082 | Loss: 0.0001
Epoch: 0002/0003 | Batch 0700/1082 | Loss: 0.0000
Epoch: 0002/0003 | Batch 0750/1082 | Loss: 0.0000
Epoch: 0002/0003 | Batch 0800/1082 | Loss: 0.0000
Epoch: 0002/0003 | Batch 0850/1082 | Loss: 0.0000
Epoch: 0002/0003 | Batch 0900/1082 | Loss: 0.0000
Epoch: 0002/0003 | Batch 0950/1082 | Loss: 0.0000
Epoch: 0002/0003 | Batch 1000/1082 | Loss: 0.0016
Epoch: 0002/0003 | Batch 1050/1082 | Loss: 0.0001
Epoch: 0002/0003 | Training Loss: 0.0025 | No validation step in this epoch.
Time elapsed: 20.61 min
Epoch: 0003/0003 | Batch 0000/1082 | Loss: 0.0004
Epoch: 0003/0003 | Batch 0050/1082 | Loss: 0.0001
Epoch: 0003/0003 | Batch 0100/1082 | Loss: 0.0022
Epoch: 0003/0003 | Batch 0150/1082 | Loss: 0.0001
Epoch: 0003/0003 | Batch 0200/1082 | Loss: 0.0001
Epoch: 0003/0003 | Batch 0250/1082 | Loss: 0.0020
Epoch: 0003/0003 | Batch 0300/1082 | Loss: 0.0047
Epoch: 0003/0003 | Batch 0350/1082 | Loss: 0.0000
Epoch: 0003/0003 | Batch 0400/1082 | Loss: 0.0000
Epoch: 0003/0003 | Batch 0450/1082 | Loss: 0.0033
Epoch: 0003/0003 | Batch 0500/1082 | Loss: 0.0003
Epoch: 0003/0003 | Batch 0550/1082 | Loss: 0.0000
Epoch: 0003/0003 | Batch 0600/1082 | Loss: 0.0000
Epoch: 0003/0003 | Batch 0650/1082 | Loss: 0.0001
